ID_театра;Название;venue_space_short_name_address;id;venue_space_short_name;Округ;Район;MapsLink;ЖАНР;Ближайшая станция метро;Удаленность от метро в минутах;наличие кафе при театре;наличие буфета при театре;наличие сувенирного магазина при театре;;;
7707064139;"ГБУК г. Москвы ""Театр на Трубной""";г. Москва, ул. Неглинная, д. 29, стр. 1;58;"""Эрмитаж""";ЦАО;Тверской;https://yandex.ru/maps/-/CLEtMKiF;Драма;Трубная ;2;Да;Да;Нет;;;
7729217597;"ГБУК г. Москвы ""Театр на Юго-Западе""";г. Москва, пр-т Вернадского, д. 125;36;Арт - кафе;ЗАО;Тропарево-Никулино;https://yandex.ru/maps/-/CLEtQY9P;Драма ;Юго-Западная;9;Да;Да;Да;;;
7729217597;"ГБУК г. Москвы ""Театр на Юго-Западе""";г. Москва, пр-т Вернадского, д. 125;37;Основной зал;ЗАО;Тропарево-Никулино;https://yandex.ru/maps/-/CLEtQY9P;Драма ;Юго-Западная;9;Да;Да;Да;;;
7701117909;"ГБУК г. Москвы ""Театр Олега Табакова""";г. Москва, Малая Сухаревская площадь, 5;77;Сцена на Сухаревской;ЦАО;Мещанский;https://yandex.ru/maps/-/CLQEqKj-;Драма;Сухаревская;1;Нет;Нет;Нет;;;
7701117909;"ГБУК г. Москвы ""Театр Олега Табакова""";г. Москва, ул. Чаплыгина, д. 1А, стр. 1;76;Сцена на Чистых прудах;ЦАО;Басманный;https://yandex.ru/maps/-/CLQEuAnk;Драма;Красные ворота;7;Нет;Нет;Нет;;;
7723316672;"ГБУК г. Москвы ""Театр Стаса Намина""";г. Москва, ул. Крымский вал, дом 9, стр.33;131;Зеленый театр;ЦАО;Якиманка;https://yandex.ru/maps/-/CLQEuVzg;Мюзикл, Драма;Фрунзенская;17;Нет;Да;Нет;;;
7723316672;"ГБУК г. Москвы ""Театр Стаса Намина""";г. Москва, ул. Крымский вал, дом 9, стр.33;132;Театральный зал;ЦАО;Якиманка;https://yandex.ru/maps/-/CLQEuSZ9;Мюзикл, Драма;Фрунзенская;17;Нет;Да;Нет;;;
7725054895;"ГБУК г. Москвы ""Театр Терезы Дуровой""";г. Москва, ул. Павловская, дом 6;140;Большой зал;ЮАО;Даниловский;https://yandex.ru/maps/-/CLQEyNmu;Мюзикл, Драма, Семейный;Серпуховская;11;Да;Да;Да;;;
7725054895;"ГБУК г. Москвы ""Театр Терезы Дуровой""";г. Москва, ул. Павловская, дом 6;139;Малый зал;ЮАО;Даниловский;https://yandex.ru/maps/-/CLQEyNmu;Мюзикл, Драма, Семейный;Серпуховская;11;Да;Да;Да;;;
7725054895;"ГБУК г. Москвы ""Театр Терезы Дуровой""";г. Москва, ул. Павловская, дом 6;137;Театральная гостиная (для показа для самых маленьких зрителей);ЮАО;Даниловский;https://yandex.ru/maps/-/CLQEyNmu;Мюзикл, Драма, Семейный;Серпуховская;11;Да;Да;Да;;;
7707085202;"ГБУК г. Москвы ""Театр Эрмитаж""";г. Москва, Каретный ряд 3, стр.3;24;Камерная сцена (Сфера);ЦАО;Тверской;https://yandex.ru/maps/-/CLQEFZp6;Драма, Мюзикл;Пушкинская ;9;Нет;Да;Нет;;;
7707085202;"ГБУК г. Москвы ""Театр Эрмитаж""";г. Москва, Новый Арбат 11, стр.2;26;Основная сцена;ЦАО;Арбат;https://yandex.ru/maps/-/CLQENCIt;Драма, Мюзикл;Арбатская;7;Нет;Да;Нет;;;
7707085202;"ГБУК г. Москвы ""Театр Эрмитаж""";г. Москва, Каретный ряд 3, стр.3;25;Основная сцена (Сфера);ЦАО;Тверской;https://yandex.ru/maps/-/CLQEFZp6;Драма, Мюзикл;Пушкинская ;9;Нет;Да;Нет;;;
7730116466;"ГБУК г. Москвы ""ФЦ ""Москва""";г. Москва, ул. Барклая, д. 9;134;Большой зал;ЗАО;Филевский парк;https://yandex.ru/maps/-/CLQERLOV;Фольклор;Багратионовская;4;Нет;Да;Нет;;;
7730116466;"ГБУК г. Москвы ""ФЦ ""Москва""";г. Москва, ул. Барклая, д. 9;133;Малый зал;ЗАО;Филевский парк;https://yandex.ru/maps/-/CLQERLOV;Фольклор;Багратионовская;4;Нет;Да;Нет;;;
7722284474;"ГБУК г. Москвы ""Центр драматургии и режиссуры""";г. Москва, ул. Беговая, д. 5;46;Дополнительный, Большой;САО;Беговой;https://yandex.ru/maps/-/CLQEV8i5;Драма;Беговая;7;Да;Да;Нет;;;
7722284474;"ГБУК г. Москвы ""Центр драматургии и режиссуры""";г. Москва, ул. Беговая, д. 5;45;Дополнительный, Малый;САО;Беговой;https://yandex.ru/maps/-/CLQEV8i5;Драма;Беговая;7;Да;Да;Нет;;;
7722284474;"ГБУК г. Москвы ""Центр драматургии и режиссуры""";г. Москва, Ленинградский просп., д. 71, корп. Г;47;Основной;САО;Сокол;https://yandex.ru/maps/-/CLQEZQPE;Драма;Сокол;1;Да;Да;Нет;;;
7722284474;"ГБУК г. Москвы ""Центр драматургии и режиссуры""";г. Москва, ул. Поварская, д. 20;2;Студия 1;ЦАО;Арбат;https://yandex.ru/maps/-/CLQE6Epe;Драма;Арбатская;9;Да;Да;Нет;;;
7722284474;"ГБУК г. Москвы ""Центр драматургии и режиссуры""";г. Москва, ул. Поварская, д. 20;1;Студия 6;ЦАО;Арбат;https://yandex.ru/maps/-/CLQE6Epe;Драма;Арбатская;9;Да;Да;Нет;;;
7704198381;"ГБУК г. Москвы ""Центр исполнительских искусств на Добрынинской""";г. Москва, ул. Коровий Вал, дом 3, стр. 1;114;Большой Зал;ЦАО;Замоскворечье;https://yandex.ru/maps/-/CLQE6NLP;Музыкально-театральный;Добрынинская;2;Да;Да;Нет;;;
7704198381;"ГБУК г. Москвы ""Центр исполнительских искусств на Добрынинской""";г. Москва, ул. Коровий Вал, дом 3, стр. 1;113;Малый Зал;ЦАО;Замоскворечье;https://yandex.ru/maps/-/CLQE6NLP;Музыкально-театральный;Добрынинская;2;Да;Да;Нет;;;
7714035227;"ГБУК г. Москвы ""Цыганский театр ""Ромэн""";г. Москва, Ленинградский проспект, д. 32/2;52;Зрительный зал;САО;Беговой;https://yandex.ru/maps/-/CLQEbELt;Мюзикл, драма, цыганский;Динамо;13;Нет;Да;Нет;;;
7714035227;"ГБУК г. Москвы ""Цыганский театр ""Ромэн""";г. Москва, Ленинградский проспект, д. 32/2;4;Малый зал;САО;Беговой;https://yandex.ru/maps/-/CLQEbELt;Мюзикл, драма, цыганский;Динамо;13;Нет;Да;Нет;;;
7702619852;"ГБУК г. Москвы ""Школа драматического искусства""";г. Москва, ул. Сретенка, 19;42;Глобус зал;ЦАО;Мещанский;https://yandex.ru/maps/-/CLQEbKn3;Драма;Сухаревская;4;Нет;Да;Нет;;;
7702619852;"ГБУК г. Москвы ""Школа драматического искусства""";г. Москва, ул. Сретенка, 19;44;Зал Манеж;ЦАО;Мещанский;https://yandex.ru/maps/-/CLQEbKn3;Драма;Сухаревская;4;Нет;Да;Нет;;;
7702619852;"ГБУК г. Москвы ""Школа драматического искусства""";г. Москва, ул. Сретенка, 19;43;Тау-зал;ЦАО;Мещанский;https://yandex.ru/maps/-/CLQEbKn3;Драма;Сухаревская;4;Нет;Да;Нет;;;
7704224472;"ГБУК г. Москвы ДДТ ""На набережной""";г. Москва, Хамовнический вал, 2;109;Новая сцена;ЦАО;Хамовники;https://yandex.ru/maps/-/CLQEf258;Драма, детский ;Спортивная;15;Нет;Нет;Нет;;;
7704224472;"ГБУК г. Москвы ДДТ ""На набережной""";г. Москва, Фрунзенская наб., 48;108;Родная сцена;ЦАО;Хамовники;https://yandex.ru/maps/-/CLQEjJjM;Драма, детский ;Спортивная;16;Нет;Нет;Нет;;;
7728039292;"ГБУК г. Москвы МДТ ""Бенефис""";г.Москва,ул.Гарибальди,д.23, корп.4;20;Основная сцена;ЮЗАО;Черемушки;https://yandex.ru/maps/-/CLQEjPyc;Драма;Новые Черемушки;3;Нет;Нет;Нет;;;
7735026248;"ГБУК г.Москвы ""Ведогонь-театр""";г. Москва, Зеленоград, ул. Юности, д. 17;16;Большой зал;ЗелАО;Савелки;https://yandex.ru/maps/-/CLQEnO1e;Драма;Ховрино;-;Нет;Да;Нет;;;
7735026248;"ГБУК г.Москвы ""Ведогонь-театр""";г. Москва, Зеленоград, ул. Юности, д. 17;13;Зал №2;ЗелАО;Савелки;https://yandex.ru/maps/-/CLQEnO1e;Драма;Ховрино;-;Нет;Да;Нет;;;
7735026248;"ГБУК г.Москвы ""Ведогонь-театр""";г. Москва, Зеленоград, ул. Юности, д. 17;14;Зал №3;ЗелАО;Савелки;https://yandex.ru/maps/-/CLQEnO1e;Драма;Ховрино;-;Нет;Да;Нет;;;
7735026248;"ГБУК г.Москвы ""Ведогонь-театр""";г. Москва, Зеленоград, ул. Юности, д. 17;15;Малый зал;ЗелАО;Савелки;https://yandex.ru/maps/-/CLQEnO1e;Драма;Ховрино;-;Нет;Да;Нет;;;
7701258410;"ГБУК г.Москвы ""Московский музыкальный театр ""На Басманной""";г. Москва, ул. Новая Басманная 37, стр. 1;123;Зал управы Басманного района;ЦАО;Басманный;https://yandex.ru/maps/-/CLQEr-5f;Мюзикл, детский;Комсомольская;10;Нет;Нет;Нет;;;
7701258410;"ГБУК г.Москвы ""Московский музыкальный театр ""На Басманной""";г. Москва, ул. Новая Басманная, 25/2, стр. 2;122;Малая сцена;ЦАО;Басманный;https://yandex.ru/maps/-/CLQE7Jyy;Мюзикл, детский;Комсомольская;8;Нет;Нет;Нет;;;
7703002886;"ГБУК г.Москвы ""Московский театр ""Мастерская П.Н. Фоменко""";г. Москва, Набережная Т. Шевченко, 29;83;Большой зал;ЗАО;Дорогомилово;https://yandex.ru/maps/-/CLQIACK5;#N/A;Кутузовская;6;#N/A;#N/A;#N/A;;;
7703002886;"ГБУК г.Москвы ""Московский театр ""Мастерская П.Н. Фоменко""";г. Москва, Набережная Т. Шевченко, 29;82;Малый зал;ЗАО;Дорогомилово;https://yandex.ru/maps/-/CLQIACK5;#N/A;Кутузовская;6;#N/A;#N/A;#N/A;;;
7703002886;"ГБУК г.Москвы ""Московский театр ""Мастерская П.Н. Фоменко""";г. Москва, Кутузовский проспект, 30;85;Филиал - Зеленый зал;ЗАО;Дорогомилово;https://yandex.ru/maps/-/CLQIAQkO;#N/A;Кутузовская;5;#N/A;#N/A;#N/A;;;
7703002886;"ГБУК г.Москвы ""Московский театр ""Мастерская П.Н. Фоменко""";г. Москва, Кутузовский проспект, 30;86;Филиал - Серый зал;ЗАО;Дорогомилово;https://yandex.ru/maps/-/CLQIAQkO;#N/A;Кутузовская;5;#N/A;#N/A;#N/A;;;
7708107804;"ГБУК г.Москвы ""МТДК ""Волшебная лампа""";г. Москва, Сущевская ул., д. 25, стр. 5;12;Основная сцена;ЦАО;Тверской;https://yandex.ru/maps/-/CLQIEI7C;Детский, кукольный;Менделеевская;2;Нет;Да;Нет;;;
7710040730;"ГБУК г.Москвы ""Театр им. Моссовета""";г. Москва, Новинский б-р, д.22, стр.1;90;"Новая сцена ""МОСТ""";ЦАО;Арбат;https://yandex.ru/maps/-/CLQII2yj;Драма, Мюзикл;Баррикадная;9;Да;Да;Да;;;
7710040730;"ГБУК г.Москвы ""Театр им. Моссовета""";г. Москва, ул. Б. Садовая, д.16;93;Основная сцена;ЦАО;Пресненский;https://yandex.ru/maps/-/CLQIMLIw;Драма, Мюзикл;Маяковская;3;Да;Да;Да;;;
7710040730;"ГБУК г.Москвы ""Театр им. Моссовета""";г. Москва, ул. Б. Садовая, д.6;91;"Основная сцена ""МОСТ""";ЦАО;Пресненский;https://yandex.ru/maps/-/CLQIQBO3;Драма, Мюзикл;Маяковская;5;Да;Да;Да;;;
7710040730;"ГБУК г.Москвы ""Театр им. Моссовета""";г. Москва, ул. Б. Садовая, д.16;92;"Сцена ""Под крышей""";ЦАО;Пресненский;https://yandex.ru/maps/-/CLQIMLIw;Драма, Мюзикл;Маяковская;3;Да;Да;Да;;;
7702078561;"ГБУК г.Москвы ""Театр Музыки и Поэзии п/р Е.Камбуровой""";г. Москва, ул. Б.Пироговская, д.53;130;Большой зал;ЦАО;Хамовники;https://yandex.ru/maps/-/CLQIUZ0I;Мюзикл;Спортивная;6;Нет;Да;Нет;;;
7702078561;"ГБУК г.Москвы ""Театр Музыки и Поэзии п/р Е.Камбуровой""";г. Москва, ул. Б.Пироговская, д.53;128;Малый зал;ЦАО;Хамовники;https://yandex.ru/maps/-/CLQIUZ0I;Мюзикл;Спортивная;6;Нет;Да;Нет;;;
7702078561;"ГБУК г.Москвы ""Театр Музыки и Поэзии п/р Е.Камбуровой""";г. Москва, ул. Б.Пироговская, д.53;129;Новый зал;ЦАО;Хамовники;https://yandex.ru/maps/-/CLQIUZ0I;Мюзикл;Спортивная;6;Нет;Да;Нет;;;
7704249283;"ГБУК МТ ""Новая Опера"" им. Е.В.Колобова";г. Москва, ул. Каретный Ряд, д. 3, стр. 2, cад Эрмитаж;73;Основная сцена;ЦАО;Тверской;https://yandex.ru/maps/-/CLQIYT-U;Мюзикл;Чеховская;11;Нет;Да;Нет;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
