year;id;title;total value;property value;tickets value;advertising value;touring value;total share;property share;tickets share;advertising share;touring share;total avgShare;property avgShare;tickets avgShare;advertising avgShare;touring avgShare;
2024;7730519779;"ГБУК г. Москвы ""Театр кошек Куклачева""";100 223 411,35 ;0,00 ;93 338 820,00 ;0,00 ;3 965 343,35 ;0,249310209;0;0,232184481;0;0,009863969;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7701199901;"ГБУК г. Москвы ""Театр марионеток""";27 255 445,79 ;66 692,00 ;27 270 144,50 ;0,00 ;0,00 ;0,067799138;0,000165899;0,067835702;0;0;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7703001970;"ГБУК г. Москвы ""Театр на Малой Бронной""";432 598 078,62 ;16 478 938,75 ;405 633 394,51 ;11 981 818,20 ;0,00 ;1,07610703;0,040992096;1,009031174;0,029805308;0;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7710018171;"ГБУК г. Москвы ""Театр на Малой Ордынке""";202 176 333,94 ;0,00 ;133 835 579,45 ;0,00 ;6 766 575,30 ;0,502922655;0;0,332921978;0;0,016832158;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7701045549;"ГБУК г. Москвы ""Театр на Покровке""";25 305 067,75 ;0,00 ;26 348 063,84 ;0,00 ;0,00 ;0,062947486;0;0,065541985;0;0;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7707064139;"ГБУК г. Москвы ""Театр на Трубной""";170 871 398,54 ;7 295 128,19 ;153 296 049,01 ;1 700 000,00 ;6 083 745,15 ;0,425050231;0,018146957;0,381330764;0,004228826;0,015133588;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7729217597;"ГБУК г. Москвы ""Театр на Юго-Западе""";105 581 600,23 ;400 421,20 ;101 012 074,00 ;0,00 ;3 376 760,00 ;0,262638943;0,000996066;0,251272043;0;0,008399841;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7701117909;"ГБУК г. Москвы ""Театр Олега Табакова""";586 147 336,89 ;2 070 216,00 ;475 265 447,85 ;51 221 224,00 ;45 074 724,50 ;1,458067663;0,005149755;1,182244015;0,127415081;0,112125389;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7723316672;"ГБУК г. Москвы ""Театр Стаса Намина""";72 895 375,48 ;0,00 ;52 008 790,54 ;0,00 ;0,00 ;0,1813305;0;0,129374188;0;0;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7725054895;"ГБУК г. Москвы ""Театр Терезы Дуровой""";415 085 767,21 ;0,00 ;406 627 988,52 ;174 923,27 ;3 221 563,19 ;1,032544373;0;1,011505271;0,000435129;0,008013782;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7707085202;"ГБУК г. Москвы ""Театр Эрмитаж""";136 853 466,91 ;0,00 ;112 785 786,75 ;0,00 ;577 037,18 ;0,340429107;0;0,280559679;0;0,001435406;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7730116466;"ГБУК г. Москвы ""ФЦ ""Москва""";68 842 870,40 ;20 723 000,00 ;24 352 599,40 ;0,00 ;0,00 ;0,171249713;0,051549387;0,060578178;0;0;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7722284474;"ГБУК г. Москвы ""Центр драматургии и режиссуры""";29 187 297,36 ;2 449 778,40 ;25 758 195,15 ;0,00 ;500 000,00 ;0,072604705;0,006093933;0,06407466;0;0,001243772;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7704198381;"ГБУК г. Москвы ""Центр исполнительских искусств на Добрынинской""";27 367 000,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,068076634;0;0;0;0;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7714035227;"ГБУК г. Москвы ""Цыганский театр ""Ромэн""";32 224 405,13 ;771 201,00 ;31 141 268,00 ;0,00 ;0,00 ;0,080159646;0,001918397;0,077465294;0;0;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7702619852;"ГБУК г. Москвы ""Школа драматического искусства""";47 847 681,90 ;10 231 217,35 ;26 323 857,48 ;0,00 ;1 796 951,43 ;0,119023244;0,02545061;0,06548177;0;0,004469997;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7704224472;"ГБУК г. Москвы ДДТ ""На набережной""";2 880 082,40 ;0,00 ;1 786 182,40 ;0,00 ;0,00 ;0,007164334;0;0,004443208;0;0;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7728039292;"ГБУК г. Москвы МДТ ""Бенефис""";5 589 939,64 ;6 000,00 ;5 738 792,80 ;0,00 ;0,00 ;0,013905224;1,49253E-05;0,014275503;0;0;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7735026248;"ГБУК г.Москвы ""Ведогонь-театр""";61 454 997,88 ;0,00 ;54 347 740,05 ;0,00 ;3 193 950,00 ;0,15287205;0;0,135192429;0;0,007945093;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7701258410;"ГБУК г.Москвы ""Московский музыкальный театр ""На Басманной""";10 373 038,76 ;0,00 ;10 314 996,76 ;0,00 ;0,00 ;0,025803397;0;0,025659015;0;0;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7703002886;"ГБУК г.Москвы ""Московский театр ""Мастерская П.Н. Фоменко""";621 643 692,37 ;628 720,00 ;477 324 310,00 ;0,00 ;8 007 375,00 ;1,546366432;0,001563969;1,187365527;0;0,019918703;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7708107804;"ГБУК г.Москвы ""МТДК ""Волшебная лампа""";8 282 413,68 ;0,00 ;8 251 150,00 ;0,00 ;0,00 ;0,020602874;0;0,020525104;0;0;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7710040730;"ГБУК г.Москвы ""Театр им. Моссовета""";557 202 010,50 ;15 091 970,46 ;517 210 637,70 ;0,00 ;16 017 286,00 ;1,386064872;0,03754195;1,286584547;0;0,039843714;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7702078561;"ГБУК г.Москвы ""Театр Музыки и Поэзии п/р Е.Камбуровой""";34 454 464,14 ;1 575 000,00 ;33 021 932,10 ;0,00 ;0,00 ;0,085707017;0,003917883;0,08214353;0;0;1;0,046560353;0,790980203;0,00668197;0,033837788;
2024;7704249283;"ГБУК МТ ""Новая Опера"" им. Е.В.Колобова";212 080 301,07 ;9 153 714,45 ;148 452 154,19 ;0,00 ;3 200 000,00 ;0,527559215;0,022770273;0,36928136;0;0,007960143;1;0,046560353;0,790980203;0,00668197;0,033837788;
