id;title;year;total value;fot value;transport value;rent value;gph value;events value;royalties value;total share;fot share;transport share;rent share;gph share;events share;royalties share;total avgShare;fot avgShare;transport avgShare;rent avgShare;gph avgShare;events avgShare;royalties avgShare
7726073570;"ГБУК г. Москвы ""Театр ""Шалом""";2024;78 231 168;37 353 563;514 119;531 516;738 378;0;7 568 755;1;0,477476739;0,006571792;0,006794171;0,009438408;0;0,096748584;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7703001970;"ГБУК г. Москвы ""Театр - Сцена ""Мельников""";2024;96 019 959;59 218 178;186 848;2 642 720;1 529 324;0;8 881 066;1;0,616727795;0,001945933;0,027522611;0,015927142;0;0,092491873;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7730519779;"ГБУК г. Москвы ""Театр кошек Куклачева""";2024;126 476 868;104 543 629;0;2 879 404;261 495;2 713 145;0;1;0,826583;0;0,022766249;0,002067532;0,02145171;0;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7701199901;"ГБУК г. Москвы ""Театр марионеток""";2024;29 018 176;15 707 195;250 166;187 558;3 049 870;0;2 274 267;1;0,541288161;0,008620995;0,006463449;0,105102062;0;0,07837389;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7703001970;"ГБУК г. Москвы ""Театр на Малой Бронной""";2024;421 240 525;250 606 661;3 188 920;500 636;3 555 080;0;41 986 772;1;0,594925337;0,007570306;0,001188479;0,008439548;0;0,099674103;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7710018171;"ГБУК г. Москвы ""Театр на Малой Ордынке""";2024;207 427 845;63 336 215;2 761 568;268 900;38 226 221;0;5 708 264;1;0,30534095;0,013313392;0,001296354;0,184286834;0;0,027519277;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7701045549;"ГБУК г. Москвы ""Театр на Покровке""";2024;34 772 008;17 790 162;107 397;66 267;161 339;0;1 471 229;1;0,511623095;0,003088605;0,001905757;0,004639896;0;0,042310741;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7707064139;"ГБУК г. Москвы ""Театр на Трубной""";2024;176 345 127;81 583 674;1 291 700;935 486;23 640 700;0;21 164 146;1;0,4626364;0,007324841;0,005304859;0,134059277;0;0,120015483;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7729217597;"ГБУК г. Москвы ""Театр на Юго-Западе""";2024;105 587 937;73 255 313;482 604;0;2 991 906;300 000;9 859 727;1;0,693784874;0,004570633;0;0,02833568;0,002841234;0,093379293;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7701117909;"ГБУК г. Москвы ""Театр Олега Табакова""";2024;536 491 499;310 224 563;6 735 527;10 414 730;31 373 502;166 667;42 152 154;1;0,578246932;0,012554769;0,019412665;0,05847903;0,000310661;0,078570031;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7723316672;"ГБУК г. Москвы ""Театр Стаса Намина""";2024;74 640 993;30 239 282;27 378;64 000;3 144 889;0;3 978 597;1;0,405129677;0,000366796;0,000857438;0,042133543;0;0,053303111;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7725054895;"ГБУК г. Москвы ""Театр Терезы Дуровой""";2024;393 926 631;152 614 599;561 500;46 368 843;1 331 650;29 672 482;39 980 658;1;0,387418841;0,001425392;0,117709337;0,003380451;0,075324895;0,101492651;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7707085202;"ГБУК г. Москвы ""Театр Эрмитаж""";2024;152 350 511;85 941 919;2 209 378;359 198;4 202 012;0;14 101 128;1;0,564106534;0,01450194;0,002357708;0,027581213;0;0,092557141;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7730116466;"ГБУК г. Москвы ""ФЦ ""Москва""";2024;78 005 200;31 847 866;713 964;2 241 735;7 670 984;3 744 097;5 565 082;1;0,408278763;0,00915277;0,028738274;0,098339389;0,047998044;0,071342451;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7722284474;"ГБУК г. Москвы ""Центр драматургии и режиссуры""";2024;24 275 826;8 427 932;754 613;464 228;6 674 575;0;1 700 821;1;0,347173849;0,031084936;0,019123057;0,274947405;0;0,070062334;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7704198381;"ГБУК г. Москвы ""Центр исполнительских искусств на Добрынинской""";2024;32 574 526;12 144 122;37 528;0;3 208 253;0;4 868 800;1;0,372810401;0,001152076;0;0,098489622;0;0,14946649;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7714035227;"ГБУК г. Москвы ""Цыганский театр ""Ромэн""";2024;42 313 295;24 251 728;336 671;0;601 550;0;3 756 410;1;0,573146773;0,007956625;0;0,014216572;0;0,088776106;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7702619852;"ГБУК г. Москвы ""Школа драматического искусства""";2024;47 233 757;11 317 251;2 918 062;16 137;3 812 956;0;1 895 782;1;0,239600898;0,061779172;0,000341644;0,080725225;0;0,040136159;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7704224472;"ГБУК г. Москвы ДДТ ""На набережной""";2024;3 788 900;728 233;0;0;686 465;0;0;1;0,192201594;0;0;0,181177917;0;0;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7728039292;"ГБУК г. Москвы МДТ ""Бенефис""";2024;5 601 630;3 064 459;0;0;480 099;0;1 003 141;1;0,547065572;0;0;0,085707038;0;0,179080226;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7735026248;"ГБУК г.Москвы ""Ведогонь-театр""";2024;61 511 426;28 352 881;566 037;3 339 780;1 866 195;5 385 749;2 992 233;1;0,460936819;0,009202144;0,054295278;0,030338996;0,087556882;0,048645154;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7701258410;"ГБУК г.Москвы ""Московский музыкальный театр ""На Басманной""";2024;13 469 269;3 978 656;297 606;257 520;936 038;0;700 555;1;0,295387717;0,022095149;0,019119115;0,069494345;0;0,052011325;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7703002886;"ГБУК г.Москвы ""Московский театр ""Мастерская П.Н. Фоменко""";2024;641 106 501;432 829 269;3 620 541;4 480 942;5 370 300;0;36 740 507;1;0,675128499;0,005647332;0,006989388;0,008376611;0;0,057307963;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7708107804;"ГБУК г.Москвы ""МТДК ""Волшебная лампа""";2024;10 308 365;6 471 007;0;0;0;0;2 683 610;1;0,627743306;0;0;0;0;0,26033323;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7710040730;"ГБУК г.Москвы ""Театр им. Моссовета""";2024;536 546 678;284 130 772;4 533 483;1 149 500;37 315 602;0;59 476 075;1;0,52955462;0,008449373;0,002142404;0,069547728;0;0,110849768;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7702078561;"ГБУК г.Москвы ""Театр Музыки и Поэзии п/р Е.Камбуровой""";2024;37 935 923;16 752 651;9 700;42 785;11 528 253;0;0;1;0,441603899;0,000255697;0,001127823;0,3038875;0;0;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
7704249283;"ГБУК МТ ""Новая Опера"" им. Е.В.Колобова";2024;215 603 549;44 266 314;5 187 456;13 508 148;18 835 158;2 499 780;4 025 562;1;0,205313476;0,024060162;0,062652717;0,08736015;0,011594336;0,01867113;1;0,528814;0,014707;0,014403;0,050214;0,009433;0,094921
