ID_театра;Название премьеры;Площадка;Дата начала;Дата окончания;Ссылка на премьеру
7703035553;Буря ;Основная сцена;09.09.2025;20.12.2025;https://teatrpushkin.ru/spektakli/detail/burya/
7703035553;Сделка;Основная сцена;01.03.2025;28.11.2025;https://teatrpushkin.ru/spektakli/detail/burya/
